Bank_Name,Cust_Name,Account_No,Loan_Type,Due_Amount,Due_Date,Priority,Recovered_by_Agent,Recovered_by_AI,Recovered_by_Field_Agent,Recovered_Date,Recovered_Amount,Remaining_Due_Amount
ICICI Bank,Sarah Stanton,XXXX7409,Car,242915.08,08-07-2025,High,1,,,18-01-2025,195954.59,16809.43
HDFC Bank,Zachary Fitzpatrick,XXXX6927,House,201400.47,17-09-2023,Low,1,,,10-02-2023,441832.31,34141.4
Kotak Mahindra,Alexis Fields,XXXX3683,Car,290935.8,05-11-2024,High,,1,,21-04-2024,386046.17,40434.27
HDFC Bank,Ronald Garcia,XXXX7218,Car,53972.34,18-01-2025,Medium,,1,,11-04-2025,220958.52,22836.69
Kotak Mahindra,Michael Russell,XXXX5320,House,426551.64,12-05-2024,High,1,,,06-09-2024,378889.16,1004.39
Kotak Mahindra,Rebecca Ramos,XXXX2067,House,462854.52,11-09-2023,Low,,,1,18-06-2023,308996.34,12637.72
SBI,Matthew Oliver,XXXX9627,Car,380398.4,23-12-2024,High,1,,,05-11-2024,424049.92,4508.34
SBI,Michele Alexander,XXXX9888,Car,489069.55,19-01-2025,High,1,,,10-06-2025,177170.69,18734.45
Kotak Mahindra,Jennifer Eaton,XXXX5600,House,151659.14,14-01-2024,Medium,1,,,06-12-2024,56371.13,635
HDFC Bank,Jeffery Nguyen,XXXX7441,House,339931.86,10-08-2023,High,1,,,03-08-2023,,0
Axis Bank,Jonathan Wall,XXXX7292,Car,123191.28,05-09-2023,High,,,1,16-12-2023,400353.43,24091.64
Kotak Mahindra,Daniel Rodriguez,XXXX5749,Car,272464.77,06-04-2025,High,,,1,11-12-2025,285640.8,21966.75
HDFC Bank,Joshua Harris,XXXX2019,Car,422182.39,10-11-2024,High,1,,,24-09-2024,,0
ICICI Bank,Erin Brown,XXXX3782,Car,391559.12,06-11-2024,Low,1,,,15-11-2024,,0
ICICI Bank,Melissa Monroe,XXXX7161,Car,328127.05,18-06-2024,Low,,1,,21-11-2024,,0
SBI,Lori Rubio,XXXX9438,Car,285932.31,16-02-2025,High,,1,,05-09-2025,159954.33,581.4
Axis Bank,Christine Hernandez,XXXX7660,House,162346.22,27-06-2025,High,,,1,24-04-2025,378676.28,16559.5
Kotak Mahindra,Dr. Derek Nguyen,XXXX4353,House,260637.97,06-12-2023,Medium,1,,,02-06-2023,398415.33,24072.91
Kotak Mahindra,Timothy Lutz,XXXX8076,House,186363.12,01-02-2025,High,,,1,29-10-2025,69241.05,859.42
HDFC Bank,Ryan Adams,XXXX5017,Car,139349.35,11-03-2025,High,1,,,03-06-2025,338231.88,12366.65
ICICI Bank,Brian Garcia PhD,XXXX9749,Car,56035.62,31-05-2024,Medium,,1,,21-01-2024,149419.6,15704.75
SBI,Jeffrey Williams,XXXX2296,House,213557.98,08-10-2024,High,1,,,12-05-2024,151872.92,5648.22
Kotak Mahindra,Miss Barbara Riley,XXXX2790,House,234107.51,27-10-2024,Medium,,1,,04-09-2024,103271.85,8814.2
HDFC Bank,Nicole Dorsey,XXXX9339,Car,142768.13,08-02-2024,Low,,1,,15-06-2024,317258.65,35003.55
SBI,Gregory Foster,XXXX7010,House,208475.68,17-10-2024,Low,,1,,08-04-2024,415150.8,20592.44
Kotak Mahindra,Deborah Sawyer,XXXX3357,Car,328090.33,14-05-2025,Low,,1,,03-01-2025,76056.44,2350.2
Axis Bank,Linda Salazar,XXXX6599,Car,348788.15,28-06-2024,Medium,,1,,04-09-2024,105709.29,9007.22
SBI,Holly Huynh,XXXX4601,House,226093.03,03-09-2024,Medium,1,,,25-04-2024,235444.58,6594.7
Axis Bank,Katherine Armstrong,XXXX1676,Car,364679.61,15-02-2024,Medium,,1,,29-08-2024,149746.37,6094.95
ICICI Bank,Nathaniel Scott,XXXX9243,Car,394320.35,29-11-2023,Medium,1,,,07-07-2023,,0
ICICI Bank,David Hahn,XXXX3484,House,292881.11,21-03-2024,Medium,,1,,25-11-2024,148542.77,2071.12
Kotak Mahindra,Barbara Cook,XXXX1747,House,54251.6,15-11-2023,High,,1,,17-09-2023,180001.95,18126.44
Axis Bank,Michelle Pena,XXXX3969,House,282664.04,19-09-2023,High,1,,,27-03-2023,,0
HDFC Bank,Lisa Duncan,XXXX8834,House,460018.73,20-07-2025,Low,,1,,31-07-2025,119067.54,8538.26
Axis Bank,Beverly Marquez,XXXX3376,Car,453289.13,06-11-2023,High,1,,,25-05-2023,285944.78,8232.14
Kotak Mahindra,Jon Murphy MD,XXXX3611,House,155148.77,30-09-2023,High,1,,,21-07-2023,293392.97,31276.24
HDFC Bank,Kimberly Hanson,XXXX1462,Car,497256.18,18-04-2024,High,1,,,03-09-2024,,0
ICICI Bank,Dr. Megan Soto,XXXX9787,House,341381.29,31-07-2024,Medium,,1,,01-10-2024,196358.44,1564.43
SBI,Yolanda Montgomery,XXXX9583,Car,85653.99,22-02-2025,Low,,1,,11-09-2025,248652.82,21469.39
Axis Bank,Justin Howard,XXXX7799,Car,206866.36,02-11-2024,High,1,,,16-04-2024,351273.16,36270.81
Kotak Mahindra,Lindsey Moore,XXXX7384,House,480546.58,30-12-2024,High,1,,,07-01-2024,,0
Axis Bank,Cynthia Rodriguez,XXXX2848,House,185660.32,26-10-2024,High,1,,,09-04-2024,372292.89,32407.12
ICICI Bank,Alexa Lyons,XXXX2000,Car,465899.17,28-05-2024,Medium,1,,,26-07-2024,444266.46,26239.12
Axis Bank,Paula Montoya,XXXX8827,Car,336925.38,07-02-2025,Low,1,,,22-03-2025,,0
HDFC Bank,Michael Taylor,XXXX5455,Car,374229.76,05-10-2024,High,,,1,17-10-2024,,0
Kotak Mahindra,Cory Hunter,XXXX5280,Car,137246.48,13-02-2024,High,1,,,14-11-2024,,0
SBI,Nicole Thompson,XXXX7705,House,444362.14,11-01-2025,High,1,,,27-04-2025,77505.99,6119.05
Kotak Mahindra,Nathan Mcdonald,XXXX5860,Car,197646.63,30-07-2025,Medium,,1,,24-01-2025,96186.51,299.26
SBI,Joseph Vargas,XXXX7585,Car,86612.62,04-10-2024,Low,,1,,03-03-2024,461951.08,21923.71
Axis Bank,Michelle Alexander,XXXX5617,Car,194111.95,22-12-2023,High,1,,,26-01-2023,330424.64,6157.8
Axis Bank,Matthew Cole,XXXX8465,House,245352.63,13-07-2025,High,,1,,30-12-2025,167691.36,14810.07
SBI,Roberto Gonzalez,XXXX2481,Car,151300.62,25-08-2024,High,1,,,07-10-2024,87458.86,7869.22
HDFC Bank,Carmen Donaldson,XXXX6035,Car,288239.55,24-12-2023,High,1,,,13-12-2023,163752.53,1882.82
SBI,Kelly Warner,XXXX6980,Car,119720.7,19-12-2024,Medium,,1,,16-07-2024,432097.5,31545.52
HDFC Bank,Mariah Bowman,XXXX7760,Car,122300.65,21-01-2025,Low,1,,,21-01-2025,189888.17,8929.61
SBI,Mary Aguilar,XXXX2318,House,328906.58,18-04-2024,Low,1,,,14-02-2024,,0
Axis Bank,James Freeman,XXXX2782,Car,256400.37,09-09-2024,Medium,1,,,12-07-2024,,0
Kotak Mahindra,Mr. Timothy Bradshaw,XXXX2182,Car,256971.96,23-06-2024,Low,,1,,11-05-2024,66212.24,7159.3
Kotak Mahindra,Eugene Trevino,XXXX4811,House,484497.07,15-04-2024,Medium,,1,,10-04-2024,168899.33,6129.5
HDFC Bank,David Fuentes,XXXX5101,House,156368.8,27-01-2024,High,,1,,11-05-2024,433099,1117.32
HDFC Bank,Daniel Montgomery,XXXX4931,House,324476.6,08-09-2024,High,,1,,15-10-2024,217725.17,4967.62
Axis Bank,Holly Jones,XXXX3546,House,54187.02,21-07-2025,High,,1,,07-09-2025,182956.4,5714.03
Kotak Mahindra,Shannon Delacruz,XXXX5951,Car,138158.05,18-12-2023,Low,,,1,04-02-2023,331085.77,30327.5
SBI,Beth Richmond,XXXX6943,Car,300078.28,29-06-2025,Low,1,,,03-12-2025,,0
ICICI Bank,Chad Doyle,XXXX2375,Car,60133.25,02-01-2025,Low,,,1,19-11-2025,,0
Axis Bank,Francisco Wall,XXXX9433,Car,119165.24,21-10-2024,High,,,1,03-01-2024,267255.58,5114.81
Axis Bank,Kiara Alexander,XXXX4534,Car,263703.28,09-12-2023,Medium,,1,,02-02-2023,150080.75,10072.64
SBI,Kimberly Smith,XXXX3869,House,146957.31,29-06-2024,Medium,1,,,25-05-2024,116303.18,4074.89
Kotak Mahindra,Preston Larson,XXXX5892,House,258639.98,17-04-2025,High,,1,,09-08-2025,153813.46,4886.45
Kotak Mahindra,Brenda Pineda,XXXX6990,Car,152397.8,11-06-2024,Medium,1,,,01-07-2024,221679.72,13747.5
ICICI Bank,Michael Reyes,XXXX4395,Car,183022.2,18-11-2023,High,,1,,14-12-2023,,0
HDFC Bank,Sara Goodwin,XXXX8349,Car,173583.66,14-07-2024,Low,1,,,09-10-2024,307499.7,8343.77
SBI,Maurice Watson,XXXX2460,House,465358.36,08-03-2025,Low,1,,,27-11-2025,63051.76,1833
ICICI Bank,Brent Bell,XXXX9110,House,444800.89,28-06-2024,High,1,,,10-08-2024,200263.13,2629.13
SBI,Kirsten Green,XXXX9842,Car,70176.29,22-09-2024,High,1,,,12-09-2024,254914.12,19987.56
HDFC Bank,William Davila,XXXX4749,House,299967.86,16-03-2025,High,,1,,19-11-2025,327520.94,19462.48
SBI,David Roberts,XXXX6189,Car,228998.27,09-07-2025,Low,,1,,27-02-2025,115536.71,4861.27
Axis Bank,Diane Miranda,XXXX3247,Car,147318.5,26-01-2025,Low,1,,,28-03-2025,363140.92,34453.11
ICICI Bank,Jessica Wilkerson,XXXX2397,Car,302971.57,15-05-2024,Medium,1,,,14-10-2024,76880.23,18.17
Axis Bank,Anthony Peck,XXXX2446,House,91607.78,26-12-2024,Low,,1,,17-03-2024,355444.34,6539.61
Axis Bank,Melanie Moore,XXXX2234,House,351261.27,28-02-2024,Medium,1,,,27-06-2024,265216.07,19819.05
SBI,Tamara Cole,XXXX1612,House,88500.82,23-06-2024,Low,1,,,15-08-2024,305147.54,6174.29
ICICI Bank,Erika Gibbs,XXXX1487,Car,274765.5,13-02-2025,Low,,,1,06-03-2025,480038.63,13040.57
SBI,Scott Nixon,XXXX3410,Car,146348.9,05-06-2025,High,1,,,18-10-2025,96075.42,8933.07
Axis Bank,Victoria Garcia,XXXX7012,House,109800.95,06-09-2024,High,1,,,15-12-2024,,0
Axis Bank,Tonya Smith,XXXX3209,Car,492522.96,31-05-2025,High,,1,,07-12-2025,254146.84,16124.99
Kotak Mahindra,Kelsey Williams,XXXX9280,House,154297.57,15-11-2023,Medium,,1,,31-01-2023,88982.66,9710.55
Kotak Mahindra,Shannon Cunningham,XXXX9912,House,152374.06,06-02-2024,High,,1,,16-08-2024,463625.32,242.11
SBI,Jason Parks,XXXX5378,House,195926.34,28-01-2024,Low,1,,,12-12-2024,405311.08,17351.52
HDFC Bank,Hector Mullen,XXXX8233,House,278090.98,06-09-2024,Low,,1,,24-05-2024,307501.83,6453.3
Axis Bank,Beth Hernandez,XXXX7469,House,249315.82,26-03-2024,Low,,1,,02-01-2024,49193.9,3352.49
HDFC Bank,Kristen Coffey,XXXX4867,Car,279721.18,10-05-2024,Medium,1,,,25-07-2024,,0
Axis Bank,Christine Smith,XXXX2562,Car,365812.32,05-01-2024,Medium,1,,,05-02-2024,442230.06,25229.59
Kotak Mahindra,Alyssa Murphy,XXXX7295,House,440156.75,06-12-2023,High,,1,,20-05-2023,,0
HDFC Bank,Christopher Hicks,XXXX1464,House,140009.97,03-12-2024,Low,,,1,16-10-2024,318768.36,4698.96
Axis Bank,Dwayne Moore,XXXX2362,Car,239027.6,29-08-2023,Low,1,,,28-12-2023,214697.1,16406.24
SBI,Gina Higgins,XXXX9145,House,409527.96,01-06-2025,High,1,,,27-11-2025,255525.13,1215.43
Kotak Mahindra,Madison Calhoun,XXXX3882,Car,368014.79,11-10-2023,Low,,1,,11-06-2023,53305.47,4668.69
ICICI Bank,Sarah Perkins,XXXX6849,House,492180.9,02-11-2023,Medium,,1,,18-10-2023,,0
SBI,Shane Perry,XXXX6777,Car,472076.77,15-07-2024,Medium,,1,,22-09-2024,,0
Kotak Mahindra,Eric Hubbard,XXXX7909,House,411565.49,24-03-2025,High,,1,,17-05-2025,62368.76,2282.06
Axis Bank,Brandon Burnett,XXXX4812,House,180177.2,02-09-2023,Medium,,1,,16-11-2023,348607.71,24032.43
ICICI Bank,Susan Lozano,XXXX6779,House,293925.89,10-12-2024,High,1,,,13-03-2024,326041.91,29328.2
Axis Bank,Anna Johnson,XXXX8750,Car,116745.86,27-09-2024,Medium,,1,,03-03-2024,,0
ICICI Bank,Bonnie Simmons,XXXX5340,Car,249267.77,22-09-2023,High,,,1,17-04-2023,,0
SBI,Stephanie Lopez,XXXX1529,House,499970.51,21-07-2025,High,,1,,29-06-2025,,0
HDFC Bank,Ethan Olson,XXXX1852,House,298773.91,19-07-2024,Low,,1,,11-01-2024,301577.15,19597.98
HDFC Bank,Krystal Williams,XXXX3866,House,453802.89,12-05-2024,Low,,1,,28-05-2024,,0
ICICI Bank,John Anderson,XXXX3887,House,489061.49,24-02-2024,Medium,,,1,23-12-2024,85751.22,4627.42
HDFC Bank,Sean Francis,XXXX3979,Car,174157.84,29-10-2023,High,1,,,15-09-2023,75117.01,6375.98
SBI,Gregory Sanchez,XXXX6359,Car,79747.27,30-09-2023,High,,,1,14-01-2023,405361.48,10955.21
Kotak Mahindra,Nicole Knapp,XXXX5564,Car,137805.82,25-08-2024,Low,1,,,06-03-2024,120089.36,7994.83
HDFC Bank,Sarah Williams,XXXX3000,House,366130.89,24-06-2025,Medium,,,1,08-02-2025,443151.02,20293.45
Axis Bank,Brian Moyer,XXXX2787,Car,270000.99,30-06-2025,Medium,1,,,12-07-2025,362874.36,21092.74
ICICI Bank,David Griffin,XXXX4249,Car,215795.04,15-12-2024,Low,1,,,22-03-2024,201278.9,15442
HDFC Bank,Mark Wood,XXXX8248,Car,172627.49,29-04-2025,High,1,,,26-11-2025,190005.97,7510.86
Axis Bank,Brianna Reynolds,XXXX5881,House,97659.53,22-07-2024,Low,,1,,30-08-2024,253426.35,6133.91
SBI,Brittany Miranda,XXXX3148,Car,250170.2,22-01-2025,High,1,,,22-05-2025,189708.51,2334.09
HDFC Bank,Michael Cruz,XXXX4393,House,392665.94,17-06-2025,Medium,1,,,05-07-2025,186560.44,6341.28
SBI,Courtney Wood,XXXX2255,House,105134.38,07-03-2025,Medium,1,,,26-01-2025,339485.21,29585.2
HDFC Bank,Scott Bowen,XXXX2336,House,191711.57,25-11-2023,Medium,,1,,09-04-2023,458273.86,11398.52
Kotak Mahindra,Bethany Gonzales,XXXX6351,House,446142.16,28-04-2024,High,1,,,11-08-2024,423487.95,41354.37
HDFC Bank,Jessica Stephens,XXXX7559,Car,116818.33,01-10-2024,Low,,1,,29-03-2024,383077.3,12561.87
SBI,Paul Cowan,XXXX2003,House,239821.03,26-07-2025,Low,1,,,25-11-2025,82072.96,4711.22
Axis Bank,Linda Macias,XXXX9860,House,369870.57,08-02-2025,High,,1,,13-01-2025,328703.58,23057.12
SBI,Mr. Richard Gonzalez,XXXX4423,Car,243336.18,25-04-2025,High,1,,,19-03-2025,,0
HDFC Bank,David Flores,XXXX9699,House,311687.75,29-05-2025,High,,,1,23-06-2025,303124.64,383.25
Axis Bank,David Dean,XXXX1574,Car,278179.33,14-03-2024,Medium,,,1,12-04-2024,99446.95,1030.91
Axis Bank,Steven Rubio,XXXX1932,Car,323134.76,29-05-2025,Medium,1,,,08-11-2025,,0
Axis Bank,Miss Jennifer Hunt DDS,XXXX1738,Car,270197.2,03-09-2023,Low,,1,,12-05-2023,344924.69,11070.61
Axis Bank,Linda Herrera,XXXX5415,House,278850.61,07-02-2025,Medium,1,,,02-02-2025,93595.39,6605.46
Kotak Mahindra,John Willis,XXXX6369,House,59986.17,26-12-2023,High,,1,,28-10-2023,,0
SBI,Cheryl Shaw DDS,XXXX2394,Car,343612.95,18-05-2025,Low,,1,,10-04-2025,169914.35,13107.59
HDFC Bank,Eric West,XXXX3697,House,52212.79,27-11-2024,Medium,1,,,29-12-2024,107368.54,434.19
HDFC Bank,Jordan Martinez,XXXX3283,House,227506.22,28-03-2025,High,1,,,06-12-2025,399310.03,28285.52
ICICI Bank,Michael Underwood,XXXX8564,House,457287.68,27-12-2024,Low,,1,,29-02-2024,140596.84,13389.82
SBI,Randall Jackson,XXXX4973,House,239191.33,09-01-2025,High,,1,,11-02-2025,,0
ICICI Bank,James Williams MD,XXXX9341,House,193601.53,14-04-2025,Medium,,1,,22-07-2025,251328.85,17149.71
ICICI Bank,Timothy Jenkins,XXXX9832,Car,345489.77,04-04-2025,High,1,,,03-11-2025,432941.32,40006.86
ICICI Bank,Dr. Dustin Miller,XXXX2783,House,376400.52,10-08-2024,High,1,,,12-02-2024,266399.89,29163.29
SBI,Alejandro Simmons,XXXX5666,Car,182220.2,30-04-2024,High,,1,,05-01-2024,,0
HDFC Bank,Samuel George,XXXX6912,House,415914.99,16-12-2024,Medium,,1,,30-06-2024,,0
Axis Bank,Dana Bradley,XXXX8985,Car,121243.92,09-02-2024,Low,,1,,26-05-2024,,0
SBI,Richard Rowe,XXXX4671,Car,360499.58,15-09-2023,Low,1,,,23-08-2023,,0
Axis Bank,Mark Howard,XXXX3812,Car,132242.93,10-11-2024,Low,1,,,20-06-2024,366592,1311.35
HDFC Bank,John Young,XXXX3583,Car,50768.17,22-11-2024,Medium,,,1,06-12-2024,366306.17,722.14
SBI,Rebekah Stone,XXXX1394,House,261303.36,31-05-2024,High,,1,,29-08-2024,339216.33,13105.95
Kotak Mahindra,Crystal Williams,XXXX6761,House,456055.66,12-03-2024,Medium,1,,,17-12-2024,260399.1,20203.65
SBI,Jonathan Peterson,XXXX5625,House,495934.01,17-03-2024,Low,,,1,15-10-2024,422808.4,12576.29
Kotak Mahindra,Christine Burgess,XXXX3393,Car,359557.05,25-04-2025,High,1,,,31-10-2025,440483.2,36174.74
Axis Bank,Eric Love,XXXX8208,House,107386.46,27-03-2025,Low,,1,,18-05-2025,200003.52,15645.13
ICICI Bank,Thomas King,XXXX4409,Car,230134.73,26-09-2023,Medium,,1,,06-07-2023,310984.61,8454.01
ICICI Bank,Michael Gomez,XXXX1929,Car,159631.92,02-06-2024,High,1,,,17-02-2024,115108.47,7611.61
Kotak Mahindra,Scott Mitchell,XXXX9866,Car,449462.89,17-10-2023,Low,1,,,14-02-2023,207856.18,16032.96
HDFC Bank,Heather Miller,XXXX3240,Car,184248.15,12-10-2024,Medium,1,,,25-01-2024,,0
Axis Bank,Michael Vance,XXXX3222,House,344920.87,05-10-2023,High,1,,,26-12-2023,106347.4,10720.27
Kotak Mahindra,Alyssa Nelson,XXXX4165,House,186468.33,10-04-2024,High,,1,,22-11-2024,394193.05,1958.87
ICICI Bank,Brenda Gonzalez,XXXX4277,Car,454389.92,14-03-2025,High,1,,,26-06-2025,48593.81,1816.12
Axis Bank,Ivan Romero,XXXX7382,Car,403712.5,11-06-2024,Low,,1,,29-05-2024,310243.66,14021.9
Axis Bank,Gabriel Dunn,XXXX3406,House,281202.61,17-07-2024,Medium,1,,,10-02-2024,,0
ICICI Bank,Kevin Baldwin,XXXX8651,House,416033.94,10-09-2023,High,,,1,20-12-2023,53920.78,4423.24
Axis Bank,Brittany Gonzalez,XXXX1229,Car,206448.1,19-04-2024,Low,,,1,12-08-2024,,0
SBI,Elizabeth Bolton,XXXX9282,Car,337167.52,18-11-2023,High,1,,,18-05-2023,,0
Kotak Mahindra,Marcus Smith,XXXX7845,Car,346591.35,05-08-2025,Medium,1,,,22-10-2025,153040.79,2580.53
Axis Bank,Edwin Keller,XXXX1489,Car,78944,06-01-2025,High,1,,,23-08-2025,127236.12,7327.37
Kotak Mahindra,Jesse Berry,XXXX2978,Car,171733.8,13-04-2025,Low,1,,,07-07-2025,,0
Kotak Mahindra,Christina Lee,XXXX5743,Car,260003.96,04-10-2024,Medium,,1,,07-08-2024,,0
Axis Bank,Zachary Wallace,XXXX2044,House,360942.19,06-11-2023,Low,1,,,07-09-2023,,0
ICICI Bank,Michelle Rosario,XXXX7196,House,247703.11,06-04-2024,High,1,,,25-06-2024,379766.83,8718.95
SBI,William Martinez,XXXX7750,Car,111610.22,09-01-2025,Low,,1,,18-12-2025,188342.02,20676.4
Kotak Mahindra,Erica Roberts,XXXX1453,Car,403106.92,04-08-2024,Medium,,1,,24-06-2024,123230.98,4688.89
HDFC Bank,David Smith,XXXX9922,House,158482.64,28-04-2025,Medium,1,,,17-08-2025,128974.48,11736.61
HDFC Bank,Samuel Wright,XXXX1636,House,279722.93,16-10-2024,Medium,1,,,12-09-2024,402834.93,37953.2
SBI,Eric Burke,XXXX5462,House,457919.67,17-01-2025,High,,,1,07-02-2025,,0
Axis Bank,Brittney Jones,XXXX2019,Car,192886.53,09-02-2024,Low,,,1,13-02-2024,51927.78,1038.65
SBI,Lisa Castaneda,XXXX2732,Car,470760.59,27-01-2025,Medium,1,,,06-08-2025,349620.04,8733.05
HDFC Bank,Collin Simon,XXXX8169,Car,98610.6,09-01-2024,Medium,1,,,23-08-2024,413642.87,26719.85
SBI,Crystal Mcclain,XXXX5576,Car,283403.46,06-11-2024,High,,1,,19-10-2024,357842.19,34621.64
Kotak Mahindra,Timothy Smith,XXXX3750,House,118087.86,15-08-2023,Medium,1,,,22-01-2023,,0
Axis Bank,Tanya Molina,XXXX7645,House,115407.4,21-07-2025,Low,1,,,24-01-2025,59205.19,2908.2
HDFC Bank,Dustin Lee,XXXX4588,House,289454.14,22-04-2025,High,1,,,23-01-2025,,0
Kotak Mahindra,David Williams,XXXX8790,House,460729.61,23-08-2024,Medium,1,,,11-07-2024,147470.38,7378.43
ICICI Bank,Brooke Dixon,XXXX5793,Car,390176.54,17-07-2025,Low,,1,,13-04-2025,314860.86,21406.48
Axis Bank,James Hubbard,XXXX4513,Car,410048.75,04-10-2023,High,,1,,23-06-2023,309872.13,32642.93
SBI,Michelle Olson,XXXX5308,House,472881.04,07-05-2025,Medium,1,,,09-11-2025,201479.53,1595.08
Kotak Mahindra,Barbara Robinson,XXXX4514,House,272477.47,26-12-2023,Medium,,1,,22-04-2023,89976.01,7675.49
SBI,Rachel Sampson,XXXX1677,House,292691.39,18-06-2025,Low,,1,,10-10-2025,163335.08,10115.91
Axis Bank,John Lawson,XXXX7869,Car,407611.08,23-10-2024,Medium,1,,,06-04-2024,284908.9,17068.41
HDFC Bank,Phillip Salazar,XXXX5782,House,174050.62,24-09-2024,Medium,,1,,15-08-2024,131574.72,2497.37
Kotak Mahindra,Ann Wu,XXXX6927,House,344168.28,02-12-2024,High,,1,,04-01-2024,403048.18,43641.33
SBI,Justin Haas,XXXX5279,Car,369172.4,13-01-2025,High,,1,,01-12-2025,153420.98,16250.65
ICICI Bank,Samantha Black,XXXX5472,Car,290668.75,06-10-2023,Medium,,1,,13-05-2023,87853.49,1742.34
Kotak Mahindra,Charles Madden,XXXX5074,Car,300259.34,15-06-2024,Low,,1,,27-04-2024,460556.41,26272.28
Kotak Mahindra,Caleb Thomas,XXXX4487,House,387655.68,04-04-2025,Medium,,1,,10-05-2025,,0
HDFC Bank,Donald Shah,XXXX4790,Car,483284.39,30-01-2024,Low,1,,,01-03-2024,391310.98,24926.91
SBI,Thomas Mcneil,XXXX2732,Car,484084.53,07-02-2024,Low,,1,,18-11-2024,274527.25,29537.11
SBI,Mary Robles,XXXX8673,House,255622.38,19-05-2024,Low,,,1,24-04-2024,176072.78,10605.65
Kotak Mahindra,Dr. Hayley Harris,XXXX5112,House,299493.92,24-01-2024,Low,,1,,10-06-2024,,0
SBI,Zachary Clark,XXXX3494,House,426555.62,31-12-2024,Medium,,1,,01-10-2024,204276.21,13904.72
SBI,Rebecca Smith,XXXX6490,Car,331723.27,20-05-2025,Medium,,1,,02-01-2025,452284.58,15729.01
SBI,Dale Moyer,XXXX3663,House,56765.17,11-02-2024,Low,,1,,10-02-2024,,0
SBI,Joy Burns,XXXX9098,House,152865.85,03-07-2024,High,1,,,16-02-2024,108336.1,7605.15
Axis Bank,Monica Hernandez,XXXX8195,Car,265142.08,06-08-2025,Low,,1,,31-03-2025,92886.66,8767.46
ICICI Bank,Julie Morgan,XXXX3484,House,292278.39,15-03-2024,Low,1,,,05-07-2024,298463.2,19833.21
Axis Bank,Erin Williams,XXXX7791,House,436350.27,18-04-2024,Medium,,,1,04-03-2024,251186.2,13762.21
SBI,Paul Conrad,XXXX8566,Car,375667.95,30-05-2024,Medium,,1,,22-12-2024,363195.9,9662.59
HDFC Bank,Wendy Thomas,XXXX2794,House,64834.68,14-06-2025,High,1,,,17-06-2025,479590.62,18330.6
SBI,Maurice Rodriguez,XXXX3234,House,491224.98,23-03-2024,Low,1,,,13-12-2024,424991.53,175.94
ICICI Bank,Joshua Taylor,XXXX7459,Car,191446.06,17-06-2024,High,1,,,08-09-2024,,0
Axis Bank,Patrick Schultz,XXXX5539,House,486782.95,06-11-2023,High,1,,,07-09-2023,55510.09,357.7
Kotak Mahindra,Matthew Morris,XXXX1887,Car,139624.81,01-08-2024,Low,,1,,01-12-2024,,0
ICICI Bank,Richard Hart,XXXX1411,Car,171447.31,09-12-2023,Medium,,1,,15-04-2023,495619.11,1199.47
Axis Bank,Loretta Bell,XXXX7835,House,202674.16,22-11-2023,High,1,,,15-06-2023,384774.46,34940.05
SBI,Austin Young,XXXX8227,House,392123.07,20-07-2024,High,,1,,29-12-2024,,0
HDFC Bank,Sharon Thomas,XXXX5836,Car,277831.41,13-05-2024,Low,1,,,21-11-2024,78419.83,3950.18
Axis Bank,Jeffery Gonzalez,XXXX8285,Car,298589.61,22-03-2025,Medium,1,,,31-03-2025,66521.59,1017.19
Kotak Mahindra,Joe Velez,XXXX1856,Car,361134.27,19-04-2024,High,1,,,19-09-2024,243311.46,26783.9
ICICI Bank,Tara Johnson,XXXX8898,House,498527.62,11-10-2024,High,1,,,01-01-2024,57097.21,5763.22
Kotak Mahindra,Linda Robinson,XXXX3427,House,120220.44,03-05-2024,Medium,1,,,22-09-2024,427925.49,22932.55
HDFC Bank,Margaret Mcclure,XXXX4934,Car,321776.66,22-03-2025,High,,1,,10-04-2025,381930.37,39512.78
Axis Bank,David Rivera,XXXX6440,Car,218422.11,08-08-2024,Medium,1,,,22-02-2024,447639.52,4298.96
ICICI Bank,Dustin Knight,XXXX5055,Car,320986.51,30-11-2023,High,1,,,06-12-2023,472819.64,2154.32
SBI,Catherine Flores,XXXX5379,House,200028.94,19-12-2024,High,1,,,10-06-2024,311469.13,26961.41
ICICI Bank,Chad Dixon,XXXX9355,Car,158020.7,17-08-2024,High,,1,,09-06-2024,56225.59,627.37
ICICI Bank,Maria Williams,XXXX8480,House,74780.66,03-02-2024,Medium,,1,,31-05-2024,294284.25,21153.27
Axis Bank,John Leon,XXXX2167,Car,73120.01,17-07-2024,Medium,1,,,17-03-2024,165260.61,10665.8
Kotak Mahindra,Kenneth Johnson,XXXX7545,Car,241825.89,15-12-2024,High,,1,,29-02-2024,136642.61,6291.5
Kotak Mahindra,Katherine Barber,XXXX9030,Car,295386.85,19-05-2025,Medium,1,,,15-02-2025,142927.04,14934.24
Axis Bank,Cory West,XXXX9618,House,474373,14-01-2025,Low,1,,,12-04-2025,,0
Axis Bank,Amanda Byrd,XXXX5530,Car,223518.6,22-08-2024,Medium,,1,,13-07-2024,231937.49,14722.6
ICICI Bank,John Farley,XXXX1432,House,55288.99,11-04-2024,Medium,,,1,22-12-2024,163980.11,8828.39
ICICI Bank,Margaret Hernandez,XXXX3580,Car,485608.11,01-03-2024,Medium,1,,,04-12-2024,70760.83,3867.78
ICICI Bank,Elizabeth James,XXXX2267,House,121150.42,12-03-2025,High,,1,,24-07-2025,460141.03,31485.32
